work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W00181,MP003,Bihar,Patna,IA023,School Building Renovation,1185924.43,Completed,0.22122878859872394,,0.0,,0.0,,0.0,,0.0490571695704336,,0.0,,0.0,,0,18.8,Low,0.0,On Track,
W00842,MP028,Tamil Nadu,Coimbatore,IA024,Health Sub-Centre Upgrade,1679805.07,In Progress,0.22129440564616995,,0.0,,0.0,,1.0,"sanctioned 843 days ago but expected duration was only 210 days (4.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,18.8,Low,100.0,Severely Stalled,
W00230,MP032,Tamil Nadu,Coimbatore,IA024,Community Hall,3281023.64,Completed,0.21945492595686844,,0.0,,0.0,,0.0,,0.07152732211365827,,0.0,,0.0,,0,18.7,Low,0.0,On Track,
W01084,MP022,Uttar Pradesh,Meerut,IA018,Community Hall,3736766.85,Completed,0.219560694395767,,0.0,,0.0,,0.0,,0.02088550880293238,,0.0,,0.0,,0,18.7,Low,0.0,On Track,
W00400,MP004,Bihar,Muzaffarpur,IA032,School Building Renovation,1623058.62,Completed,0.218418732869767,,0.0,,0.0,,0.0,,0.01864105605721889,,0.0,,0.0,,0,18.6,Low,0.0,On Track,
W00266,MP005,Tamil Nadu,Salem,IA059,Health Sub-Centre Upgrade,1502060.55,Completed,0.21879710950955003,,0.0,,0.0,,0.0,,0.0038833092696264667,,0.0,,0.0,,0,18.6,Low,0.0,On Track,
W01145,MP013,Uttar Pradesh,Gorakhpur,IA060,Community Hall,3736173.77,Completed,0.21911311333398753,,0.0,,0.0,,0.0,,0.06104900737541601,,0.0,,0.0,,0,18.6,Low,0.0,On Track,
W00260,MP008,West Bengal,Howrah,IA056,Public Toilet Complex,1246152.86,Completed,0.2175736233711695,,0.0,,0.0,,0.0,,0.02331333149713202,,0.0,,0.0,,0,18.5,Low,0.0,On Track,
W01215,MP022,Uttar Pradesh,Meerut,IA018,Drainage / Sewage Line (per km),1098338.58,Completed,0.21739161077988842,,0.0,,0.0,,0.0,,0.054082740214193424,,0.0,,0.0,,0,18.5,Low,0.0,On Track,
W01203,MP036,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1427376.25,Completed,0.2180157871363858,,0.0,,0.0,,0.0,,0.03726496019806145,,0.0,,0.0,,0,18.5,Low,0.0,On Track,
W00847,MP004,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1059013.32,Completed,0.21799906665349164,,0.0,,0.0,,0.0,,0.09664901753299195,,0.0,,0.0,,0,18.5,Low,0.0,On Track,
W00397,MP005,Tamil Nadu,Salem,IA006,Drinking Water Facility,1914956.71,Completed,0.2160110348166722,,0.0,,0.0,,0.0,,0.04929449601902942,,0.0,,0.0,,0,18.4,Low,0.0,On Track,
W01142,MP031,Uttar Pradesh,Gorakhpur,IA052,Drinking Water Facility,2606468.71,Completed,0.2164543414936483,,0.0,,0.0,,0.0,,0.06159030107364566,,0.0,,0.0,,0,18.4,Low,0.0,On Track,
W00500,MP012,Uttar Pradesh,Varanasi,IA057,Drainage / Sewage Line (per km),1229337.82,Completed,0.2169621462477412,,0.0,,0.0,,0.0,,0.04591800245803335,,0.0,,0.0,,0,18.4,Low,0.0,On Track,
W01136,MP003,Bihar,Patna,IA023,School Building Renovation,2399549.51,In Progress,0.2165781750084176,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,18.4,Low,0.0,On Track,
W01086,MP014,Maharashtra,Pune,IA003,Community Hall,3170783.71,Completed,0.21496675886457683,,0.0,,0.0,,0.0,,0.027147110040215642,,0.0,,0.0,,0,18.3,Low,0.0,On Track,
W01163,MP016,West Bengal,Howrah,IA009,Drainage / Sewage Line (per km),425502.72,Completed,0.2124318251169051,,0.0,,0.0,,0.0,,0.06474609116160208,,0.0,,0.0,,0,18.1,Low,0.0,On Track,
W00131,MP028,Tamil Nadu,Madurai,IA031,Community Hall,3717724.09,Completed,0.2133541088153327,,0.0,,0.0,,0.0,,0.06760792689434193,,0.0,,0.0,,0,18.1,Low,0.0,On Track,
W00709,MP027,Uttar Pradesh,Gorakhpur,IA039,School Building Renovation,1614078.61,In Progress,0.21291612759944967,,0.0,,0.0,,1.0,"sanctioned 1060 days ago but expected duration was only 200 days (5.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,18.1,Low,100.0,Severely Stalled,
W00823,MP014,Maharashtra,Nashik,IA048,Drainage / Sewage Line (per km),1173439.65,Completed,0.21286588396100545,,0.0,,0.0,,0.0,,0.04788081465285013,,0.0,,0.0,,0,18.1,Low,0.0,On Track,
W01023,MP035,West Bengal,Malda,IA051,Health Sub-Centre Upgrade,1897060.82,Completed,0.2131284489531384,,0.0,,0.0,,0.0,,0.015117046246910805,,0.0,,0.0,,0,18.1,Low,0.0,On Track,
W00778,MP035,West Bengal,Malda,IA002,Health Sub-Centre Upgrade,1895408.33,Completed,0.21127095597657827,,0.0,,0.0,,0.0,,0.046223867551827745,,0.0,,0.0,,0,18.0,Low,0.0,On Track,
W00553,MP030,Bihar,Muzaffarpur,IA032,Road Construction (per km),8419598.66,Completed,0.21095850098540825,,0.0,,0.0,,0.0,,0.012537268905471237,,0.0,,0.0,,0,17.9,Low,0.0,On Track,
W00286,MP024,Maharashtra,Nashik,IA048,School Building Renovation,2657921.54,Completed,0.21107288220097295,,0.0,,0.0,,0.0,,0.07023045466389878,,0.0,,0.0,,0,17.9,Low,0.0,On Track,
W00329,MP008,West Bengal,Howrah,IA045,Health Sub-Centre Upgrade,1519852.41,In Progress,0.21087531038847182,,0.0,,0.0,,1.0,"sanctioned 1164 days ago but expected duration was only 210 days (5.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.9,Low,100.0,Severely Stalled,
W00611,MP035,West Bengal,Malda,IA002,Street Lighting (per 50 units),724339.77,Completed,0.2107723279386923,,0.0,,0.0,,0.0,,0.05783354420131748,,0.0,,0.0,,0,17.9,Low,0.0,On Track,
W00846,MP022,Uttar Pradesh,Meerut,IA040,Public Toilet Complex,892105.5,Completed,0.2093127754054279,,0.0,,0.0,,0.0,,0.023980664609444136,,0.0,,0.0,,0,17.8,Low,0.0,On Track,
W00366,MP031,Uttar Pradesh,Gorakhpur,IA008,School Building Renovation,1962156.88,Completed,0.20972143059880033,,0.0,,0.0,,0.0,,0.02430423055096843,,0.0,,0.0,,0,17.8,Low,0.0,On Track,
W00541,MP019,Maharashtra,Nashik,IA038,Drainage / Sewage Line (per km),3177600.7,Completed,0.20961875761537666,,0.0,,0.0,,0.0,,0.04803875383683729,,0.0,,0.0,,0,17.8,Low,0.0,On Track,
W01309,MP009,Bihar,Muzaffarpur,IA032,School Building Renovation,1269317.2,Completed,0.20772060892174646,,0.0,,0.0,,0.0,,0.012344563494335747,,0.0,,0.0,,0,17.7,Low,0.0,On Track,
W00334,MP017,Uttar Pradesh,Gorakhpur,IA039,Drinking Water Facility,2636936.96,Completed,0.20774770162648493,,0.0,,0.0,,0.0,,0.0053104151776966575,,0.0,,0.0,,0,17.7,Low,0.0,On Track,
W00377,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),1229863.33,Completed,0.2086094185782219,,0.0,,0.0,,0.0,,0.02628609404087069,,0.0,,0.0,,0,17.7,Low,0.0,On Track,
W01111,MP010,Bihar,Gaya,IA049,School Building Renovation,1137612.81,Completed,0.20854496619412946,,0.0,,0.0,,0.0,,0.04739497661439748,,0.0,,0.0,,0,17.7,Low,0.0,On Track,
W00597,MP037,Bihar,Muzaffarpur,IA032,Community Hall,3797159.32,In Progress,0.20816352475805247,,0.0,,0.0,,1.0,"sanctioned 830 days ago but expected duration was only 240 days (3.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.7,Low,100.0,Severely Stalled,
W00654,MP011,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1460449.24,Completed,0.20689592457223718,,0.0,,0.0,,0.0,,0.019841841354395453,,0.0,,0.0,,0,17.6,Low,0.0,On Track,
W01252,MP038,Tamil Nadu,Coimbatore,IA024,Community Hall,3293155.15,In Progress,0.207431519217926,,0.0,,0.0,,1.0,"sanctioned 612 days ago but expected duration was only 240 days (2.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.6,Low,100.0,Severely Stalled,
W01347,MP023,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),4417070.73,In Progress,0.2073553849108031,,0.0,,0.0,,1.0,"sanctioned 851 days ago but expected duration was only 180 days (4.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.6,Low,100.0,Severely Stalled,
W01361,MP020,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),2535292.84,Completed,0.20718638923058133,,0.0,,0.0,,0.0,,0.021570634889495278,,0.0,,0.0,,0,17.6,Low,0.0,On Track,
W00797,MP023,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,1547862.25,In Progress,0.20669560183161728,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.6,Low,100.0,Severely Stalled,
W01025,MP015,West Bengal,Malda,IA014,School Building Renovation,1702886.19,Completed,0.20724407152152857,,0.0,,0.0,,0.0,,0.037211151249933044,,0.0,,0.0,,0,17.6,Low,0.0,On Track,
W00250,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,1226030.8,Completed,0.20678598055919198,,0.0,,0.0,,0.0,,0.011053854242355228,,0.0,,0.0,,0,17.6,Low,0.0,On Track,
W00127,MP012,Uttar Pradesh,Varanasi,IA057,Street Lighting (per 50 units),2416308.78,Completed,0.20535931983498304,,0.0,,0.0,,0.0,,0.0529246371460598,,0.0,,0.0,,0,17.5,Low,0.0,On Track,
W00572,MP039,Bihar,Gaya,IA049,Drinking Water Facility,1760407.75,Completed,0.20533131523631812,,0.0,,0.0,,0.0,,0.01729676034090372,,0.0,,0.0,,0,17.5,Low,0.0,On Track,
W00090,MP025,Bihar,Muzaffarpur,IA032,Community Hall,3793235.54,Completed,0.2054992175718722,,0.0,,0.0,,0.0,,0.013645508745546896,,0.0,,0.0,,0,17.5,Low,0.0,On Track,
W00920,MP001,West Bengal,Malda,IA019,Road Construction (per km),2130738.35,Completed,0.205435559383499,,0.0,,0.0,,0.0,,0.04674814138159512,,0.0,,0.0,,0,17.5,Low,0.0,On Track,
W00899,MP007,Maharashtra,Nagpur,IA001,School Building Renovation,1647439.26,Completed,0.20425492615650753,,0.0,,0.0,,0.0,,0.048092311397314784,,0.0,,0.0,,0,17.4,Low,0.0,On Track,
W01370,MP009,Bihar,Gaya,IA025,Health Sub-Centre Upgrade,1711063.56,Completed,0.20500444676939397,,0.0,,0.0,,0.0,,0.041852797178256844,,0.0,,0.0,,0,17.4,Low,0.0,On Track,
W00483,MP025,Bihar,Patna,IA023,Community Hall,3791746.99,Completed,0.20448846914510302,,0.0,,0.0,,0.0,,0.06008607510532633,,0.0,,0.0,,0,17.4,Low,0.0,On Track,
W00617,MP019,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,1707943.14,Completed,0.20408373089239543,,0.0,,0.0,,0.0,,0.01698225995817465,,0.0,,0.0,,0,17.3,Low,0.0,On Track,
W01279,MP001,West Bengal,Malda,IA051,Community Hall,3713915.35,Completed,0.20308310046409264,,0.0,,0.0,,0.0,,0.0696487624053228,,0.0,,0.0,,0,17.3,Low,0.0,On Track,
W00781,MP032,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,1903916.77,Completed,0.20305950415389315,,0.0,,0.0,,0.0,,0.009196265474413703,,0.0,,0.0,,0,17.3,Low,0.0,On Track,
W01377,MP021,West Bengal,Howrah,IA012,Drinking Water Facility,1766017.88,Completed,0.2025782789086237,,0.0,,0.0,,0.0,,0.035602718981994456,,0.0,,0.0,,0,17.2,Low,0.0,On Track,
W01380,MP037,Bihar,Muzaffarpur,IA032,Road Construction (per km),3954894.19,Completed,0.20283704852509468,,0.0,,0.0,,0.0,,0.08063606273047606,,0.0,,0.0,,0,17.2,Low,0.0,On Track,
W00824,MP025,Bihar,Patna,IA023,School Building Renovation,2117670.84,In Progress,0.20218472932427733,,0.0,,0.0,,1.0,"sanctioned 793 days ago but expected duration was only 200 days (4.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.2,Low,100.0,Severely Stalled,
W00779,MP033,Uttar Pradesh,Meerut,IA047,Health Sub-Centre Upgrade,1760569.71,Completed,0.2013307821912431,,0.0,,0.0,,0.0,,0.041753592728565735,,0.0,,0.0,,0,17.1,Low,0.0,On Track,
W00248,MP035,West Bengal,Malda,IA051,School Building Renovation,1539154.44,Completed,0.20157153623925428,,0.0,,0.0,,0.0,,0.0657904507858449,,0.0,,0.0,,0,17.1,Low,0.0,On Track,
W00235,MP016,West Bengal,Howrah,IA045,Road Construction (per km),5123579.88,In Progress,0.19971423811619193,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,17.0,Low,0.0,On Track,
W01315,MP020,Tamil Nadu,Coimbatore,IA024,Community Hall,3300755.2,Completed,0.19989919287221103,,0.0,,0.0,,0.0,,0.036843746169178924,,0.0,,0.0,,0,17.0,Low,0.0,On Track,
W00795,MP025,Bihar,Patna,IA023,Street Lighting (per 50 units),1333714.07,In Progress,0.20038461650234393,,0.0,,0.0,,1.0,"sanctioned 250 days ago but expected duration was only 90 days (2.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,17.0,Low,100.0,Severely Stalled,
W00398,MP025,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1465366.18,Completed,0.19881462494073768,,0.0,,0.0,,0.0,,0.04466935673960105,,0.0,,0.0,,0,16.9,Low,0.0,On Track,
W00822,MP038,Tamil Nadu,Coimbatore,IA015,Health Sub-Centre Upgrade,1510198.02,Completed,0.19864891308788704,,0.0,,0.0,,0.0,,0.04194034338137375,,0.0,,0.0,,0,16.9,Low,0.0,On Track,
W00222,MP034,Uttar Pradesh,Gorakhpur,IA053,Public Toilet Complex,1320563.09,Completed,0.19764638933074072,,0.0,,0.0,,0.0,,0.03609200376421568,,0.0,,0.0,,0,16.8,Low,0.0,On Track,
W00107,MP036,Maharashtra,Nashik,IA038,School Building Renovation,1476874.58,In Progress,0.19719901695408523,,0.0,,0.0,,1.0,"sanctioned 857 days ago but expected duration was only 200 days (4.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.8,Low,100.0,Severely Stalled,
W00556,MP040,Bihar,Gaya,IA036,School Building Renovation,1297618.0,Completed,0.1959404542025617,,0.0,,0.0,,0.0,,0.014314309730690845,,0.0,,0.0,,0,16.7,Low,0.0,On Track,
W00997,MP014,Maharashtra,Pune,IA003,Health Sub-Centre Upgrade,1442134.66,In Progress,0.19581246247512193,,0.0,,0.0,,1.0,"sanctioned 323 days ago but expected duration was only 210 days (1.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.6,Low,100.0,Severely Stalled,
W00628,MP015,West Bengal,Malda,IA030,Drainage / Sewage Line (per km),2354316.11,Completed,0.19583151818191502,,0.0,,0.0,,0.0,,0.029022945466417902,,0.0,,0.0,,0,16.6,Low,0.0,On Track,
W00544,MP033,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),1941891.39,Completed,0.19581840788234803,,0.0,,0.0,,0.0,,0.020918197863585262,,0.0,,0.0,,0,16.6,Low,0.0,On Track,
W00354,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1123870.7,Completed,0.1939936749396646,,0.0,,0.0,,0.0,,0.027113597291172686,,0.0,,0.0,,0,16.5,Low,0.0,On Track,
W00908,MP033,Uttar Pradesh,Meerut,IA005,Health Sub-Centre Upgrade,1510255.33,In Progress,0.19402593222651654,,0.0,,0.0,,1.0,"sanctioned 386 days ago but expected duration was only 210 days (1.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.5,Low,100.0,Severely Stalled,
W00900,MP038,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),1466152.88,In Progress,0.19378148019271982,,0.0,,0.0,,1.0,"sanctioned 847 days ago but expected duration was only 90 days (9.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.5,Low,100.0,Severely Stalled,
W01324,MP021,West Bengal,Howrah,IA022,Health Sub-Centre Upgrade,1534625.09,In Progress,0.19426997580552685,,0.0,,0.0,,1.0,"sanctioned 1173 days ago but expected duration was only 210 days (5.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.5,Low,100.0,Severely Stalled,
W01253,MP034,Uttar Pradesh,Gorakhpur,IA052,School Building Renovation,1572346.85,In Progress,0.1942690444305979,,0.0,,0.0,,1.0,"sanctioned 1199 days ago but expected duration was only 200 days (6.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.5,Low,100.0,Severely Stalled,
W00870,MP029,Bihar,Patna,IA023,Community Hall,3206286.0,Completed,0.19304858004860873,,0.0,,0.0,,0.0,,0.04032431700304096,,0.0,,0.0,,0,16.4,Low,0.0,On Track,
W00087,MP028,Tamil Nadu,Madurai,IA031,Road Construction (per km),814494.85,In Progress,0.19240360324529127,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,16.4,Low,100.0,Severely Stalled,
W01384,MP038,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,2676164.1,Completed,0.19334969111335953,,0.0,,0.0,,0.0,,0.030921384566814272,,0.0,,0.0,,0,16.4,Low,0.0,On Track,
W00215,MP024,Maharashtra,Nagpur,IA035,Drinking Water Facility,2340863.06,Completed,0.19279638965317855,,0.0,,0.0,,0.0,,0.04575579348914991,,0.0,,0.0,,0,16.4,Low,0.0,On Track,
W01015,MP016,West Bengal,Malda,IA014,Health Sub-Centre Upgrade,1537034.36,Completed,0.19156181896122695,,0.0,,0.0,,0.0,,0.023067912654923795,,0.0,,0.0,,0,16.3,Low,0.0,On Track,
W00025,MP011,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1702759.58,Completed,0.19135633422094314,,0.0,,0.0,,0.0,,0.06442612529263063,,0.0,,0.0,,0,16.3,Low,0.0,On Track,
W00109,MP007,Maharashtra,Nagpur,IA001,Drainage / Sewage Line (per km),3420287.03,Completed,0.19157363408281747,,0.0,,0.0,,0.0,,0.025394697724689635,,0.0,,0.0,,0,16.3,Low,0.0,On Track,
W00531,MP001,West Bengal,Malda,IA021,Road Construction (per km),7182188.01,Completed,0.19025384892625133,,0.0,,0.0,,0.0,,0.06624579200785663,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00074,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2378212.79,Completed,0.19097503400781513,,0.0,,0.0,,0.0,,0.06616536456950826,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00187,MP014,Maharashtra,Nagpur,IA035,School Building Renovation,2504912.05,Completed,0.19069323562030546,,0.0,,0.0,,0.0,,0.04250621700919415,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00690,MP021,West Bengal,Howrah,IA037,Street Lighting (per 50 units),864035.8,Completed,0.1909041053062233,,0.0,,0.0,,0.0,,0.06602388886180648,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00224,MP038,Tamil Nadu,Coimbatore,IA015,School Building Renovation,2161321.18,Completed,0.19013163903737432,,0.0,,0.0,,0.0,,0.029904865617189386,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00720,MP017,Uttar Pradesh,Gorakhpur,IA026,Community Hall,3193822.01,Completed,0.19018474968405716,,0.0,,0.0,,0.0,,0.04934925977105401,,0.0,,0.0,,0,16.2,Low,0.0,On Track,
W00195,MP036,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,1447779.93,Completed,0.18731942273639027,,0.0,,0.0,,0.0,,0.039685589859807226,,0.0,,0.0,,0,15.9,Low,0.0,On Track,
W00739,MP019,Maharashtra,Nashik,IA038,Health Sub-Centre Upgrade,1696362.3,In Progress,0.18666090889665543,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,15.9,Low,0.0,On Track,
W00820,MP029,Bihar,Muzaffarpur,IA032,Road Construction (per km),8183302.23,Completed,0.18698501206938076,,0.0,,0.0,,0.0,,0.05333549079150495,,0.0,,0.0,,0,15.9,Low,0.0,On Track,
W00409,MP002,West Bengal,Howrah,IA045,Public Toilet Complex,878758.29,Completed,0.1859056123332423,,0.0,,0.0,,0.0,,0.017361044701857297,,0.0,,0.0,,0,15.8,Low,0.0,On Track,
W00942,MP012,Uttar Pradesh,Varanasi,IA057,Drainage / Sewage Line (per km),3196510.56,Completed,0.1854982801873918,,0.0,,0.0,,0.0,,0.04450167828685823,,0.0,,0.0,,0,15.8,Low,0.0,On Track,
W00561,MP026,Maharashtra,Nagpur,IA034,Community Hall,3210290.15,Completed,0.1841463036061737,,0.0,,0.0,,0.0,,0.0031886719166933125,,0.0,,0.0,,0,15.7,Low,0.0,On Track,
W00059,MP018,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),754198.33,Completed,0.18435222071826077,,0.0,,0.0,,0.0,,0.029783024450203453,,0.0,,0.0,,0,15.7,Low,0.0,On Track,
W01360,MP022,Uttar Pradesh,Meerut,IA005,Drainage / Sewage Line (per km),2229046.01,Completed,0.1852644735900902,,0.0,,0.0,,0.0,,0.035140150568217524,,0.0,,0.0,,0,15.7,Low,0.0,On Track,
W00723,MP028,Tamil Nadu,Madurai,IA044,Road Construction (per km),5151223.54,Completed,0.18342777510311156,,0.0,,0.0,,0.0,,0.06657979077574518,,0.0,,0.0,,0,15.6,Low,0.0,On Track,
W00030,MP030,Bihar,Muzaffarpur,IA032,Community Hall,3760547.91,Completed,0.18330381224634265,,0.0,,0.0,,0.0,,0.06481017448033283,,0.0,,0.0,,0,15.6,Low,0.0,On Track,
W00196,MP018,Bihar,Gaya,IA036,Public Toilet Complex,797202.45,Completed,0.18352798685853397,,0.0,,0.0,,0.0,,0.0524708861711801,,0.0,,0.0,,0,15.6,Low,0.0,On Track,
W01178,MP015,West Bengal,Malda,IA028,Street Lighting (per 50 units),2217210.74,Completed,0.1822880447091845,,0.0,,0.0,,0.0,,0.010507634768500399,,0.0,,0.0,,0,15.5,Low,0.0,On Track,
W01181,MP021,West Bengal,Malda,IA014,Community Hall,3348888.17,Completed,0.1828158036594524,,0.0,,0.0,,0.0,,0.03895614834659198,,0.0,,0.0,,0,15.5,Low,0.0,On Track,
W00097,MP040,Bihar,Gaya,IA049,Road Construction (per km),3339649.22,Completed,0.18255079887712175,,0.0,,0.0,,0.0,,0.022163517097212804,,0.0,,0.0,,0,15.5,Low,0.0,On Track,
